user_id,user_name,match_id,home_goals,away_goals
40,bernardo,537399,1,0
40,bernardo,537400,2,0
40,bernardo,537401,2,0
40,bernardo,537402,1,2
40,bernardo,537403,2,0
40,bernardo,537404,0,1
40,bernardo,537405,2,0
40,bernardo,537406,1,2
40,bernardo,537407,2,1
40,bernardo,537408,1,0
40,bernardo,537409,2,1
40,bernardo,537410,1,0
40,bernardo,537411,2,0
40,bernardo,537412,2,1
40,bernardo,537413,3,0
40,bernardo,537414,2,1
17,zeca,537327,3,1
17,zeca,537328,1,2
17,zeca,537329,0,1
17,zeca,537330,2,0
17,zeca,537332,1,2
17,zeca,537331,0,0
17,zeca,537333,0,0
17,zeca,537334,1,0
17,zeca,537335,0,2
17,zeca,537336,0,1
17,zeca,537337,1,2
17,zeca,537338,0,3
17,zeca,537339,1,2
17,zeca,537340,1,1
17,zeca,537342,1,1
17,zeca,537341,2,0
17,zeca,537343,2,0
17,zeca,537344,1,1
17,zeca,537345,1,1
17,zeca,537346,1,2
17,zeca,537348,1,2
17,zeca,537347,1,1
17,zeca,537349,0,1
17,zeca,537350,2,1
17,zeca,537351,4,0
17,zeca,537352,2,2
17,zeca,537353,2,1
17,zeca,537354,1,3
17,zeca,537355,0,0
17,zeca,537356,1,3
17,zeca,537357,1,2
17,zeca,537358,1,0
17,zeca,537359,1,0
17,zeca,537360,1,1
17,zeca,537361,2,0
17,zeca,537362,1,1
17,zeca,537363,1,1
17,zeca,537364,2,0
17,zeca,537365,3,2
17,zeca,537366,2,0
17,zeca,537367,2,0
17,zeca,537368,2,2
17,zeca,537369,3,0
17,zeca,537370,1,1
17,zeca,537371,2,1
17,zeca,537372,1,2
17,zeca,537373,2,0
17,zeca,537374,2,2
17,zeca,537391,2,1
17,zeca,537392,1,0
17,zeca,537393,1,1
17,zeca,537394,2,1
17,zeca,537395,1,0
17,zeca,537396,1,2
17,zeca,537397,3,0
17,zeca,537398,2,0
17,zeca,537399,1,1
17,zeca,537400,2,1
17,zeca,537401,4,1
17,zeca,537402,1,3
17,zeca,537403,3,0
17,zeca,537404,1,2
17,zeca,537405,2,0
17,zeca,537406,0,1
17,zeca,537407,2,1
17,zeca,537408,0,0
17,zeca,537409,2,0
17,zeca,537410,3,1
17,zeca,537411,2,1
17,zeca,537412,3,0
17,zeca,537413,3,0
17,zeca,537414,1,2
15,paulo,537339,2,1
15,paulo,537340,0,2
15,paulo,537342,1,0
15,paulo,537341,4,0
15,paulo,537344,2,0
15,paulo,537343,2,0
15,paulo,537345,1,1
15,paulo,537346,1,2
15,paulo,537348,1,1
15,paulo,537347,0,1
15,paulo,537350,1,0
15,paulo,537349,1,0
15,paulo,537351,4,0
15,paulo,537352,1,1
15,paulo,537353,2,1
15,paulo,537354,0,2
15,paulo,537356,0,2
15,paulo,537355,1,1
35,calango frito,537327,2,0
35,calango frito,537328,2,2
35,calango frito,537329,0,1
35,calango frito,537330,2,1
35,calango frito,537332,1,2
35,calango frito,537331,1,1
35,calango frito,537333,2,1
35,calango frito,537334,0,3
35,calango frito,537335,0,2
35,calango frito,537336,3,1
35,calango frito,537337,1,2
35,calango frito,537338,2,0
35,calango frito,537339,1,1
35,calango frito,537340,0,2
35,calango frito,537342,2,1
35,calango frito,537341,4,0
35,calango frito,537344,2,1
35,calango frito,537343,3,0
35,calango frito,537345,2,2
35,calango frito,537346,0,2
35,calango frito,537348,2,1
35,calango frito,537347,1,1
35,calango frito,537350,1,1
35,calango frito,537349,2,1
35,calango frito,537351,5,0
35,calango frito,537352,2,1
35,calango frito,537353,1,1
35,calango frito,537354,0,1
35,calango frito,537356,0,2
35,calango frito,537355,3,1
35,calango frito,537357,2,1
35,calango frito,537358,2,0
35,calango frito,537359,1,0
35,calango frito,537360,3,1
35,calango frito,537361,4,0
35,calango frito,537362,1,1
35,calango frito,537363,4,1
35,calango frito,537364,2,0
35,calango frito,537365,3,1
35,calango frito,537366,1,0
35,calango frito,537368,1,2
35,calango frito,537367,2,0
35,calango frito,537369,6,0
35,calango frito,537370,0,1
35,calango frito,537371,2,0
35,calango frito,537372,0,3
35,calango frito,537373,1,0
35,calango frito,537374,0,3
35,calango frito,537391,2,1
35,calango frito,537392,0,2
35,calango frito,537393,2,0
35,calango frito,537394,1,2
35,calango frito,537395,1,1
35,calango frito,537396,2,0
35,calango frito,537397,2,1
35,calango frito,537398,3,0
35,calango frito,537399,3,0
35,calango frito,537400,2,1
35,calango frito,537401,4,0
35,calango frito,537402,1,2
35,calango frito,537403,4,0
35,calango frito,537404,1,2
35,calango frito,537405,2,0
35,calango frito,537406,0,3
35,calango frito,537407,2,1
35,calango frito,537408,0,2
35,calango frito,537409,2,0
35,calango frito,537410,1,1
35,calango frito,537411,2,1
35,calango frito,537412,3,1
35,calango frito,537413,4,0
35,calango frito,537414,1,0
15,paulo,537357,1,1
